region,category,parameter,mode,powertrain,year,unit,value
Denmark,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.5699999928474426
Denmark,Historical,EV stock,2 and 3 wheelers,FCEV,2016,Vehicles,7
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,180
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,1600
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1900
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,500
Denmark,Historical,EV stock,2 and 3 wheelers,FCEV,2017,Vehicles,15
Denmark,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.6700000166893005
Denmark,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,3.200000047683716
Denmark,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,6.5
Denmark,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.7799999713897705
Denmark,Historical,EV stock,2 and 3 wheelers,FCEV,2018,Vehicles,14
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,560
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2200
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3200
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,1400
Denmark,Historical,EV stock,2 and 3 wheelers,FCEV,2019,Vehicles,12
Denmark,Historical,EV sales,2 and 3 wheelers,FCEV,2019,Vehicles,2
Denmark,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,1.2000000476837158
Denmark,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,15
Denmark,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,25
Denmark,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,2.200000047683716
Denmark,Historical,EV sales,2 and 3 wheelers,FCEV,2020,Vehicles,1
Denmark,Historical,EV stock,2 and 3 wheelers,FCEV,2020,Vehicles,14
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,2800
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,5800
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,9400
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,3900
Denmark,Historical,EV stock,2 and 3 wheelers,FCEV,2021,Vehicles,12
Denmark,Historical,EV sales,2 and 3 wheelers,FCEV,2021,Vehicles,1
Denmark,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,3.5
Denmark,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,36
Denmark,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,40
Denmark,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,4.599999904632568
Denmark,Historical,EV stock,2 and 3 wheelers,FCEV,2022,Vehicles,12
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,3800
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,13000
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,18000
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,3600
Denmark,Historical,EV stock,2 and 3 wheelers,FCEV,2023,Vehicles,11
Denmark,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,6.400000095367432
Denmark,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,36
Denmark,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,26
Denmark,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,7.400000095367432
Denmark,Historical,EV stock,2 and 3 wheelers,FCEV,2024,Vehicles,4
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,2700
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,20000
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2010,percent,0.00033000000985339284
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,110
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,17000
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2011,percent,0.052000001072883606
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.0860000029206276
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,10000
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,28000
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.7599999904632568
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.6600000262260437
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,36000
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,7600
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.10999999940395355
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.12999999523162842
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,7500
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,43000
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.6899999976158142
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,1
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,54000
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2015,Vehicles,4
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,12000
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.1599999964237213
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.2199999988079071
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,14000
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2016,Vehicles,7
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,73000
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,1.2000000476837158
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,98000
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,24000
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2017,Vehicles,15
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.28999999165534973
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,2
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,3.299999952316284
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.4399999976158142
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2018,Vehicles,14
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,39000
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,150000
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,220000
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,66000
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2019,Vehicles,12
EU27,Historical,EV sales,2 and 3 wheelers,FCEV,2019,Vehicles,2
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.7099999785423279
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,5
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,6.099999904632568
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,1
EU27,Historical,EV sales,2 and 3 wheelers,FCEV,2020,Vehicles,1
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2020,Vehicles,14
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,84000
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,320000
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,430000
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,110000
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2021,Vehicles,12
EU27,Historical,EV sales,2 and 3 wheelers,FCEV,2021,Vehicles,1
EU27,Historical,EV stock,2 and 3 wheelers,PHEV,2021,Vehicles,2
EU27,Historical,EV sales,2 and 3 wheelers,PHEV,2021,Vehicles,2
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,1.399999976158142
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,7.5
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,11
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1.899999976158142
EU27,Historical,EV sales,2 and 3 wheelers,PHEV,2022,Vehicles,3
EU27,Historical,EV stock,2 and 3 wheelers,PHEV,2022,Vehicles,5
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2022,Vehicles,12
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,160000
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,600000
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,660000
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,110000
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2023,Vehicles,11
EU27,Historical,EV stock,2 and 3 wheelers,PHEV,2023,Vehicles,5
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,2.0999999046325684
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,7.400000095367432
EU27,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,6.300000190734863
EU27,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,2.299999952316284
EU27,Historical,EV stock,2 and 3 wheelers,PHEV,2024,Vehicles,5
EU27,Historical,EV stock,2 and 3 wheelers,FCEV,2024,Vehicles,4
EU27,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,100000
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,740000
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2010,GWh,0.0017000000225380063
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2010,percent,0.02800000086426735
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2010,percent,0.0044999998062849045
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2010,Million barrels per day,0.0000035999998999614036
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2010,"Oil displacement, million lge",0.20999999344348907
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2010,Vehicles,560
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,1800
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,19000
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2011,Vehicles,480
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2011,Million barrels per day,0.000004099999841855606
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2011,"Oil displacement, million lge",0.23999999463558197
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2011,percent,0.04699999839067459
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2011,percent,0.026000000536441803
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2011,GWh,0.00139999995008111
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2012,GWh,0.03500000014901161
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2012,Million barrels per day,0.000024000000848900527
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2012,"Oil displacement, million lge",1.399999976158142
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.6800000071525574
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.07800000160932541
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,12000
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,31000
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,39000
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,8400
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.09799999743700027
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.5600000023841858
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2013,Million barrels per day,0.000037999998312443495
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2013,"Oil displacement, million lge",2.200000047683716
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2013,GWh,0.02500000037252903
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2014,GWh,0.02800000086426735
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2014,Million barrels per day,0.00005199999941396527
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2014,"Oil displacement, million lge",3
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.6399999856948853
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.11999999731779099
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,9400
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,48000
Europe,Historical,EV sales,2 and 3 wheelers,PHEV,2014,Vehicles,17
Europe,Historical,EV sales,2 and 3 wheelers,PHEV,2015,Vehicles,18
Europe,Historical,EV stock,2 and 3 wheelers,PHEV,2015,Vehicles,27
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,61000
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,14000
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2015,Vehicles,4
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.15000000596046448
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.9399999976158142
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2015,Million barrels per day,0.00008199999865610152
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2015,"Oil displacement, million lge",4.800000190734863
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2015,GWh,0.0430000014603138
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2016,Million barrels per day,0.00011999999696854502
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2016,"Oil displacement, million lge",6.900000095367432
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2016,GWh,0.05700000002980232
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,1.2000000476837158
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.20999999344348907
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2016,Vehicles,7
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,19000
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,85000
Europe,Historical,EV sales,2 and 3 wheelers,PHEV,2016,Vehicles,11
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,120000
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,31000
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2017,Vehicles,15
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.2800000011920929
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,1.899999976158142
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2017,GWh,0.09200000017881393
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2017,Million barrels per day,0.00014000000373926014
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2017,"Oil displacement, million lge",8.199999809265137
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2018,Million barrels per day,0.00019999999494757503
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2018,"Oil displacement, million lge",12
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2018,GWh,0.14000000059604645
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,3
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.41999998688697815
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2018,Vehicles,14
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,47000
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,170000
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,260000
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,76000
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2019,Vehicles,12
Europe,Historical,EV sales,2 and 3 wheelers,FCEV,2019,Vehicles,2
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.6600000262260437
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,4.5
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2019,GWh,0.23000000417232513
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2019,Million barrels per day,0.0003100000030826777
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2019,"Oil displacement, million lge",18
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2020,Million barrels per day,0.00039999998989515007
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2020,"Oil displacement, million lge",23
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2020,GWh,0.28999999165534973
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,5.300000190734863
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.9300000071525574
Europe,Historical,EV sales,2 and 3 wheelers,FCEV,2020,Vehicles,1
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2020,Vehicles,14
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,96000
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,360000
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,500000
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,120000
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2021,Vehicles,12
Europe,Historical,EV sales,2 and 3 wheelers,FCEV,2021,Vehicles,1
Europe,Historical,EV sales,2 and 3 wheelers,PHEV,2021,Vehicles,2
Europe,Historical,EV stock,2 and 3 wheelers,PHEV,2021,Vehicles,2
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2021,Million barrels per day,0.000590000010561198
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2021,"Oil displacement, million lge",34
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,1.2999999523162842
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,6.5
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2021,GWh,0.3799999952316284
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2022,GWh,0.5600000023841858
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,9.399999618530273
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2022,Million barrels per day,0.0008699999889358878
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2022,"Oil displacement, million lge",50
Europe,Historical,EV stock,2 and 3 wheelers,PHEV,2022,Vehicles,5
Europe,Historical,EV sales,2 and 3 wheelers,PHEV,2022,Vehicles,3
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2022,Vehicles,12
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,180000
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,690000
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1.7000000476837158
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,2.0999999046325684
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,840000
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,200000
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2023,Vehicles,11
Europe,Historical,EV stock,2 and 3 wheelers,PHEV,2023,Vehicles,51
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2023,Million barrels per day,0.0013000000035390258
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2023,"Oil displacement, million lge",73
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,8
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2023,GWh,0.6100000143051147
Europe,Historical,Battery demand,2 and 3 wheelers,EV,2024,GWh,0.699999988079071
Europe,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,8
Europe,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2024,Million barrels per day,0.0015999999595806003
Europe,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2024,"Oil displacement, million lge",92
Europe,Historical,EV stock,2 and 3 wheelers,PHEV,2024,Vehicles,51
Europe,Historical,EV stock,2 and 3 wheelers,FCEV,2024,Vehicles,4
Europe,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,230000
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,1000000
Europe,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,2.5999999046325684
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.8299999833106995
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,150
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,88
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,88
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.7099999785423279
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.020999999716877937
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.032999999821186066
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.4300000071525574
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,140
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,47
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,81
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,220
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.7799999713897705
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.052000001072883606
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.09799999743700027
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,2.200000047683716
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,410
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,190
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,470
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,4.5
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.20999999344348907
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,880
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1300
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.3199999928474426
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,5.5
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,450
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,810
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,9.300000190734863
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.6399999856948853
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2700
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,3500
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.8299999833106995
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,8.800000190734863
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,940
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,750
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,9.199999809265137
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,1
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,4200
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,4700
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1.2000000476837158
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,14
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,1200
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,840
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,13
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,1.5
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,6000
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,6900
Finland,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,1.7999999523162842
Finland,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,13
Finland,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,880
France,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,1300
France,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,1300
France,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.4300000071525574
France,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.04100000113248825
France,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.07800000160932541
France,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.4000000059604645
France,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,2400
France,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,1100
France,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,1500
France,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,1800
France,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.5600000023841858
France,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.05999999865889549
France,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.14000000059604645
France,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.7200000286102295
France,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,4000
France,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,1800
France,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,2900
France,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,7800
France,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,1.100000023841858
France,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.28999999165534973
France,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.47999998927116394
France,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,2.200000047683716
France,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,15000
France,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,6200
France,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,10000
France,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,27000
France,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,3.9000000953674316
France,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.8999999761581421
France,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,1.399999976158142
France,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,5
France,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,44000
France,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,15000
France,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,13000
France,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,57000
